occupation,industry,year,employment
Associate Professionals & Technicians,Other Industries Nes,2016,5
Clerical Support Workers,All Industries,2016,244.9
Clerical Support Workers,Manufacturing,2016,21.7
Clerical Support Workers,Construction,2016,13.3
Clerical Support Workers,Services,2016,208
Clerical Support Workers,Wholesale & Retail Trade,2016,49.5
Clerical Support Workers,Transportation & Storage,2016,26.1
Clerical Support Workers,Accommodation & Food Services,2016,6.9
Clerical Support Workers,Information & Communications,2016,10.2
Clerical Support Workers,Financial & Insurance Services,2016,28.5
Clerical Support Workers,Real Estate Services,2016,6.7
Clerical Support Workers,Professional Services,2016,20.1
Clerical Support Workers,Administrative & Support Services,2016,11.5
Clerical Support Workers,Public Administration & Education Services,2016,20
Clerical Support Workers,Health & Social Services,2016,14.8
Clerical Support Workers,"Arts, Entertainment & Recreation",2016,5.3
Clerical Support Workers,"Other Community, Social & Personal Services",2016,8.4
Clerical Support Workers,Other Industries Nes,2016,1.9
Service & Sales Workers,All Industries,2016,262.4
Service & Sales Workers,Manufacturing,2016,5.6
Service & Sales Workers,Construction,2016,1
Service & Sales Workers,Services,2016,255.4
Service & Sales Workers,Wholesale & Retail Trade,2016,85
Service & Sales Workers,Transportation & Storage,2016,11.5
Service & Sales Workers,Accommodation & Food Services,2016,59.6
Service & Sales Workers,Information & Communications,2016,1.9
Service & Sales Workers,Financial & Insurance Services,2016,3.4
Service & Sales Workers,Real Estate Services,2016,2.1
Service & Sales Workers,Professional Services,2016,3
Service & Sales Workers,Administrative & Support Services,2016,27
Service & Sales Workers,Public Administration & Education Services,2016,18.3
Service & Sales Workers,Health & Social Services,2016,13.5
Service & Sales Workers,"Arts, Entertainment & Recreation",2016,11.9
Service & Sales Workers,"Other Community, Social & Personal Services",2016,18.2
Service & Sales Workers,Other Industries Nes,2016,0.4
Craftsmen & Related Trades Workers,All Industries,2016,79.2
Craftsmen & Related Trades Workers,Manufacturing,2016,23.5
Craftsmen & Related Trades Workers,Construction,2016,21.3
Craftsmen & Related Trades Workers,Services,2016,33.2
Craftsmen & Related Trades Workers,Wholesale & Retail Trade,2016,10.5
Craftsmen & Related Trades Workers,Transportation & Storage,2016,3.1
Craftsmen & Related Trades Workers,Accommodation & Food Services,2016,1.6
Craftsmen & Related Trades Workers,Information & Communications,2016,1.1
Craftsmen & Related Trades Workers,Financial & Insurance Services,2016,1.5
Craftsmen & Related Trades Workers,Real Estate Services,2016,2.1
Craftsmen & Related Trades Workers,Professional Services,2016,3.8
Craftsmen & Related Trades Workers,Administrative & Support Services,2016,3
Craftsmen & Related Trades Workers,Public Administration & Education Services,2016,0.4
Craftsmen & Related Trades Workers,Health & Social Services,2016,0.2
Craftsmen & Related Trades Workers,"Arts, Entertainment & Recreation",2016,0.8
Craftsmen & Related Trades Workers,"Other Community, Social & Personal Services",2016,5.2
Craftsmen & Related Trades Workers,Other Industries Nes,2016,1.1
Plant & Machine Operators & Assemblers,All Industries,2016,151.1
Plant & Machine Operators & Assemblers,Manufacturing,2016,22.9
Plant & Machine Operators & Assemblers,Construction,2016,7.7
Plant & Machine Operators & Assemblers,Services,2016,118.9
Plant & Machine Operators & Assemblers,Wholesale & Retail Trade,2016,19.2
Plant & Machine Operators & Assemblers,Transportation & Storage,2016,78.9
Plant & Machine Operators & Assemblers,Accommodation & Food Services,2016,2.4
Plant & Machine Operators & Assemblers,Information & Communications,2016,1.4
Plant & Machine Operators & Assemblers,Financial & Insurance Services,2016,2.6
Plant & Machine Operators & Assemblers,Real Estate Services,2016,0.7
Plant & Machine Operators & Assemblers,Professional Services,2016,2.9
Plant & Machine Operators & Assemblers,Administrative & Support Services,2016,4.6
Plant & Machine Operators & Assemblers,Public Administration & Education Services,2016,0.4
Plant & Machine Operators & Assemblers,Health & Social Services,2016,1.3
Plant & Machine Operators & Assemblers,"Arts, Entertainment & Recreation",2016,0.6
Plant & Machine Operators & Assemblers,"Other Community, Social & Personal Services",2016,3.8
Plant & Machine Operators & Assemblers,Other Industries Nes,2016,1.6
"Cleaners, Labourers & Related Workers",All Industries,2016,160.7
"Cleaners, Labourers & Related Workers",Manufacturing,2016,9.8
"Cleaners, Labourers & Related Workers",Construction,2016,6.1
"Cleaners, Labourers & Related Workers",Services,2016,142.1
"Cleaners, Labourers & Related Workers",Wholesale & Retail Trade,2016,15
"Cleaners, Labourers & Related Workers",Transportation & Storage,2016,10.4
"Cleaners, Labourers & Related Workers",Accommodation & Food Services,2016,44
"Cleaners, Labourers & Related Workers",Information & Communications,2016,1
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2016,3.5
"Cleaners, Labourers & Related Workers",Real Estate Services,2016,7.9
"Cleaners, Labourers & Related Workers",Professional Services,2016,2.8
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2016,34.2
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2016,6.9
"Cleaners, Labourers & Related Workers",Health & Social Services,2016,8.9
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2016,2.9
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2016,4.5
"Cleaners, Labourers & Related Workers",Other Industries Nes,2016,2.8
"Cleaners, Labourers & Related Workers",Other Occupation Groups Nes,2016,71.6
"Cleaners, Labourers & Related Workers",Manufacturing,2016,0.1
"Cleaners, Labourers & Related Workers",Construction,2016,0.2
"Cleaners, Labourers & Related Workers",Services,2016,70.8
"Cleaners, Labourers & Related Workers",Wholesale & Retail Trade,2016,0.4
"Cleaners, Labourers & Related Workers",Transportation & Storage,2016,0
"Cleaners, Labourers & Related Workers",Accommodation & Food Services,2016,0
"Cleaners, Labourers & Related Workers",Information & Communications,2016,0
"Cleaners, Labourers & Related Workers",Financial & Insurance Services,2016,0
"Cleaners, Labourers & Related Workers",Real Estate Services,2016,0
"Cleaners, Labourers & Related Workers",Professional Services,2016,0.1
"Cleaners, Labourers & Related Workers",Administrative & Support Services,2016,0.8
"Cleaners, Labourers & Related Workers",Public Administration & Education Services,2016,69.1
"Cleaners, Labourers & Related Workers",Health & Social Services,2016,0.1
"Cleaners, Labourers & Related Workers","Arts, Entertainment & Recreation",2016,0.1
"Cleaners, Labourers & Related Workers","Other Community, Social & Personal Services",2016,0.1
"Cleaners, Labourers & Related Workers",Other Industries Nes,2016,0.5
"All Occupation Groups, (Total Employed Residents)",All Industries,2015,2147.8
"All Occupation Groups, (Total Employed Residents)",Manufacturing,2015,238.6
"All Occupation Groups, (Total Employed Residents)",Construction,2015,110.6
"All Occupation Groups, (Total Employed Residents)",Services,2015,1775.5
"All Occupation Groups, (Total Employed Residents)",Wholesale & Retail Trade,2015,364.1
"All Occupation Groups, (Total Employed Residents)",Transportation & Storage,2015,187.6
"All Occupation Groups, (Total Employed Residents)",Accommodation & Food Services,2015,139.1
"All Occupation Groups, (Total Employed Residents)",Information & Communications,2015,86.1
"All Occupation Groups, (Total Employed Residents)",Financial & Insurance Services,2015,167.3
"All Occupation Groups, (Total Employed Residents)",Real Estate Services,2015,55.4
"All Occupation Groups, (Total Employed Residents)",Professional Services,2015,166.6
"All Occupation Groups, (Total Employed Residents)",Administrative & Support Services,2015,108.9
"All Occupation Groups, (Total Employed Residents)",Public Administration & Education Services,2015,290.7
"All Occupation Groups, (Total Employed Residents)",Health & Social Services,2015,105.7
"All Occupation Groups, (Total Employed Residents)","Arts, Entertainment & Recreation",2015,37
"All Occupation Groups, (Total Employed Residents)","Other Community, Social & Personal Services",2015,67.1
"All Occupation Groups, (Total Employed Residents)",Other Industries Nes,2015,23.2
Managers & Administrators (Including Working Proprietors),All Industries,2015,355.8
Managers & Administrators (Including Working Proprietors),Manufacturing,2015,45.5
Managers & Administrators (Including Working Proprietors),Construction,2015,28.5
Managers & Administrators (Including Working Proprietors),Services,2015,278.9
Managers & Administrators (Including Working Proprietors),Wholesale & Retail Trade,2015,90.6
Managers & Administrators (Including Working Proprietors),Transportation & Storage,2015,18.3
Managers & Administrators (Including Working Proprietors),Accommodation & Food Services,2015,11.7
Managers & Administrators (Including Working Proprietors),Information & Communications,2015,24.6
Managers & Administrators (Including Working Proprietors),Financial & Insurance Services,2015,40.2
Managers & Administrators (Including Working Proprietors),Real Estate Services,2015,7
Managers & Administrators (Including Working Proprietors),Professional Services,2015,34.6
Managers & Administrators (Including Working Proprietors),Administrative & Support Services,2015,10.8
Managers & Administrators (Including Working Proprietors),Public Administration & Education Services,2015,22.7
Managers & Administrators (Including Working Proprietors),Health & Social Services,2015,7.3
Managers & Administrators (Including Working Proprietors),"Arts, Entertainment & Recreation",2015,3.8
Managers & Administrators (Including Working Proprietors),"Other Community, Social & Personal Services",2015,7.3
Managers & Administrators (Including Working Proprietors),Other Industries Nes,2015,2.9
Professionals,All Industries,2015,404.1
Professionals,Manufacturing,2015,47.3
Professionals,Construction,2015,10.7
Professionals,Services,2015,341.9
Professionals,Wholesale & Retail Trade,2015,38.1
Professionals,Transportation & Storage,2015,13
Professionals,Accommodation & Food Services,2015,1.7
Professionals,Information & Communications,2015,29.3
Professionals,Financial & Insurance Services,2015,55
Professionals,Real Estate Services,2015,3.6
Professionals,Professional Services,2015,60.4
Professionals,Administrative & Support Services,2015,7.1
Professionals,Public Administration & Education Services,2015,85.6
Professionals,Health & Social Services,2015,37.8
Professionals,"Arts, Entertainment & Recreation",2015,3.4
Professionals,"Other Community, Social & Personal Services",2015,7
Professionals,Other Industries Nes,2015,4.1
Associate Professionals & Technicians,All Industries,2015,408.3
Associate Professionals & Technicians,Manufacturing,2015,52.8
Associate Professionals & Technicians,Construction,2015,16.2
Associate Professionals & Technicians,Services,2015,332.5
Associate Professionals & Technicians,Wholesale & Retail Trade,2015,58.2
Associate Professionals & Technicians,Transportation & Storage,2015,28
